advertiserName;date;creativeType;deviceCategoryName;totalLineItemLevelImpressions;totalLineItemLevelClicks;totalLineItemLevelCtr;clickThroughConversions;viewThroughConversions
Cliente 1;12/07/2023;DoubleClick Rich Media;Smartphone;37592;436;0,01160;392;183
Cliente 1;12/07/2023;Third-party;Tablet;9052;298;0,03292;143;167
Cliente 1;12/07/2023;Custom;Tablet;26141;12;0,00046;4;264
Cliente 1;12/07/2023;HTML5;SmartTV;18376;199;0,01083;151;156
Cliente 1;12/07/2023;Image;SmartTV;47057;481;0,01022;161;242
Cliente 1;12/07/2023;Video creative sets;Smartphone;25441;370;0,01454;194;379
Cliente 1;12/07/2023;HTML5;Desktop;2153;105;0,04877;100;347
Cliente 1;12/07/2023;Programmatic;Tablet;37022;310;0,00837;74;449
Cliente 1;12/07/2023;Custom template;Smartphone;35420;11;0,00031;4;224
Cliente 1;12/07/2023;Image;SmartTV;40678;421;0,01035;127;451
Cliente 1;12/07/2023;Custom;SmartTV;49955;61;0,00122;26;362
Cliente 1;12/07/2023;Programmatic;SmartTV;49291;460;0,00933;445;201
Cliente 1;12/07/2023;Custom template;Desktop;48640;270;0,00555;145;110
Cliente 1;12/07/2023;Image;Desktop;32206;134;0,00416;127;219
Cliente 1;12/07/2023;Third-party;Tablet;36984;363;0,00982;5;256
Cliente 1;12/07/2023;Image;Tablet;40513;419;0,01034;336;234
Cliente 1;12/07/2023;Third-party;SmartTV;47139;262;0,00556;147;499
Cliente 1;12/07/2023;DoubleClick Rich Media;Desktop;14683;148;0,01008;35;167
Cliente 1;12/07/2023;Custom;Desktop;39401;137;0,00348;62;329
Cliente 1;12/07/2023;HTML5;SmartTV;27419;211;0,00770;161;118
Cliente 1;12/07/2023;Video creative sets;SmartTV;43798;121;0,00276;103;384
Cliente 1;12/07/2023;DoubleClick Rich Media;Smartphone;1277;63;0,04933;50;287
Cliente 1;12/07/2023;Third-party;SmartTV;7485;321;0,04289;240;448
Cliente 1;12/07/2023;Custom;SmartTV;49144;246;0,00501;141;1
Cliente 1;12/07/2023;Other;Tablet;1587;153;0,09641;101;438
Cliente 1;12/07/2023;Programmatic;SmartTV;4969;287;0,05776;280;204
Cliente 1;12/07/2023;Third-party;SmartTV;27247;434;0,01593;257;399
Cliente 1;12/07/2023;Custom;Desktop;32202;35;0,00109;33;403
Cliente 1;12/07/2023;Custom;Desktop;27120;150;0,00553;32;275
Cliente 1;12/07/2023;Third-party;Desktop;40717;262;0,00643;212;404
Cliente 1;12/07/2023;DoubleClick Rich Media;Smartphone;11982;440;0,03672;49;87
Cliente 1;12/07/2023;HTML5;Desktop;45040;474;0,01052;299;185
Cliente 1;12/07/2023;HTML5;Smartphone;39516;211;0,00534;170;314
Cliente 1;12/07/2023;Custom;Smartphone;19605;489;0,02494;62;63
Cliente 1;12/07/2023;DoubleClick Rich Media;SmartTV;3485;37;0,01062;32;179
Cliente 1;12/07/2023;Image;Desktop;28716;247;0,00860;84;279
Cliente 1;12/07/2023;DoubleClick Rich Media;Smartphone;24171;318;0,01316;117;114
Cliente 1;12/07/2023;Custom;Desktop;7029;417;0,05933;119;131
Cliente 1;12/07/2023;Image;Desktop;32158;145;0,00451;20;7
Cliente 1;13/07/2023;HTML5;SmartTV;7105;130;0,01830;71;13
Cliente 1;13/07/2023;HTML5;Smartphone;40303;282;0,00700;180;348
Cliente 1;13/07/2023;Custom;Tablet;13942;391;0,02804;191;204
Cliente 1;13/07/2023;Programmatic;Smartphone;22264;214;0,00961;62;424
Cliente 1;13/07/2023;Custom template;Desktop;26003;33;0,00127;3;493
Cliente 1;13/07/2023;DoubleClick Rich Media;Tablet;13218;131;0,00991;103;258
Cliente 1;13/07/2023;Custom template;Smartphone;26449;48;0,00181;42;401
Cliente 1;13/07/2023;DoubleClick Rich Media;Tablet;23552;286;0,01214;118;7
Cliente 1;13/07/2023;Custom template;Tablet;42602;354;0,00831;137;180
Cliente 1;13/07/2023;Programmatic;Tablet;20876;300;0,01437;290;58
Cliente 1;13/07/2023;Custom template;Desktop;26057;209;0,00802;57;386
Cliente 1;13/07/2023;Video creative sets;Desktop;27736;254;0,00916;110;330
Cliente 1;13/07/2023;Programmatic;Desktop;28853;36;0,00125;4;42
Cliente 1;13/07/2023;Other;Tablet;45330;297;0,00655;145;328
Cliente 1;13/07/2023;Other;Smartphone;2766;403;0,14570;352;286
Cliente 1;13/07/2023;Custom;SmartTV;38870;99;0,00255;39;30
Cliente 1;13/07/2023;HTML5;Tablet;43901;486;0,01107;411;303
Cliente 1;13/07/2023;DoubleClick Rich Media;Desktop;45359;424;0,00935;152;305
Cliente 1;13/07/2023;DoubleClick Rich Media;Smartphone;17691;88;0,00497;79;101
Cliente 1;13/07/2023;Custom;Tablet;37956;154;0,00406;87;58
Cliente 1;13/07/2023;Third-party;SmartTV;18892;426;0,02255;419;341
Cliente 1;13/07/2023;Custom;SmartTV;29893;241;0,00806;13;451
Cliente 1;13/07/2023;DoubleClick Rich Media;Smartphone;40832;222;0,00544;117;196
Cliente 1;13/07/2023;Custom template;SmartTV;8269;361;0,04366;70;265
Cliente 1;13/07/2023;HTML5;SmartTV;45320;401;0,00885;6;204
Cliente 1;13/07/2023;HTML5;Desktop;25999;374;0,01439;92;354
Cliente 1;13/07/2023;Other;Smartphone;43821;47;0,00107;15;410
Cliente 1;13/07/2023;Image;SmartTV;985;303;0,30761;68;154
Cliente 1;13/07/2023;Custom;Smartphone;26719;79;0,00296;74;163
Cliente 1;13/07/2023;Third-party;SmartTV;17086;471;0,02757;115;169
Cliente 1;13/07/2023;Custom template;Smartphone;17225;343;0,01991;210;480
Cliente 1;13/07/2023;HTML5;Desktop;20734;127;0,00613;26;83
Cliente 1;13/07/2023;Video creative sets;SmartTV;19451;403;0,02072;154;229
Cliente 1;13/07/2023;Video creative sets;SmartTV;34644;397;0,01146;220;252
Cliente 1;13/07/2023;DoubleClick Rich Media;Smartphone;13545;305;0,02252;180;237
Cliente 1;13/07/2023;Custom;Smartphone;17578;403;0,02293;128;466
Cliente 1;13/07/2023;Custom template;Tablet;5517;429;0,07776;374;8
Cliente 1;13/07/2023;Video creative sets;Desktop;22237;78;0,00351;46;259
Cliente 1;13/07/2023;Programmatic;Tablet;31009;30;0,00097;21;151
Cliente 1;13/07/2023;HTML5;Desktop;25498;380;0,01490;26;467
Cliente 1;13/07/2023;Third-party;Desktop;35889;390;0,01087;235;340
Cliente 1;13/07/2023;Custom template;Desktop;23385;150;0,00641;61;482
Cliente 1;13/07/2023;Third-party;Tablet;45893;480;0,01046;465;471
Cliente 1;13/07/2023;Custom;SmartTV;39920;37;0,00093;21;50
Cliente 1;13/07/2023;Other;Desktop;19373;447;0,02307;336;489
Cliente 1;13/07/2023;Programmatic;SmartTV;38110;21;0,00055;18;420
Cliente 1;13/07/2023;Video creative sets;Desktop;47745;256;0,00536;102;424
Cliente 1;13/07/2023;Image;SmartTV;27734;42;0,00151;42;413
Cliente 1;13/07/2023;HTML5;Tablet;26808;89;0,00332;64;325
Cliente 1;13/07/2023;Custom;Tablet;36680;229;0,00624;59;181
Cliente 1;13/07/2023;HTML5;Tablet;3879;180;0,04640;111;190
Cliente 1;13/07/2023;Custom;SmartTV;29890;171;0,00572;170;478
Cliente 1;13/07/2023;DoubleClick Rich Media;SmartTV;2720;485;0,17831;245;227
Cliente 1;13/07/2023;Image;Tablet;38636;378;0,00978;101;175
Cliente 1;13/07/2023;Programmatic;Desktop;34260;320;0,00934;72;358
Cliente 1;13/07/2023;HTML5;SmartTV;2445;465;0,19018;402;122
Cliente 1;13/07/2023;Third-party;Smartphone;21959;44;0,00200;18;147
Cliente 1;13/07/2023;Other;Tablet;47371;475;0,01003;134;48
Cliente 1;13/07/2023;Image;Desktop;32412;474;0,01462;271;114
Cliente 1;13/07/2023;HTML5;SmartTV;24889;214;0,00860;48;128
Cliente 1;13/07/2023;DoubleClick Rich Media;SmartTV;42041;332;0,00790;308;392
Cliente 1;13/07/2023;DoubleClick Rich Media;Desktop;49870;456;0,00914;190;124
Cliente 1;13/07/2023;Custom;Smartphone;48732;382;0,00784;137;186
Cliente 1;13/07/2023;Custom;SmartTV;27077;445;0,01643;128;76
Cliente 1;13/07/2023;Video creative sets;Tablet;45967;232;0,00505;80;341
Cliente 1;13/07/2023;Programmatic;Smartphone;42239;24;0,00057;9;483
Cliente 1;13/07/2023;Programmatic;Desktop;46787;231;0,00494;38;121
Cliente 1;13/07/2023;Custom template;SmartTV;19101;278;0,01455;68;312
Cliente 1;13/07/2023;Third-party;SmartTV;49512;335;0,00677;334;161
Cliente 1;13/07/2023;DoubleClick Rich Media;Smartphone;19841;305;0,01537;201;5
Cliente 1;13/07/2023;Custom template;Smartphone;47787;126;0,00264;67;318
Cliente 1;13/07/2023;Image;SmartTV;47786;226;0,00473;47;249
Cliente 1;13/07/2023;Third-party;SmartTV;45218;137;0,00303;121;398
Cliente 1;13/07/2023;Other;Tablet;47215;361;0,00765;312;368
Cliente 1;13/07/2023;Custom;Smartphone;44961;359;0,00798;121;214
Cliente 1;13/07/2023;DoubleClick Rich Media;Desktop;9021;119;0,01319;76;429
Cliente 1;13/07/2023;Other;Tablet;20447;250;0,01223;248;427
Cliente 1;13/07/2023;Image;Tablet;29898;89;0,00298;76;191
Cliente 1;13/07/2023;DoubleClick Rich Media;Tablet;18715;244;0,01304;41;110
Cliente 1;14/07/2023;Custom template;SmartTV;37261;55;0,00148;30;48
Cliente 1;14/07/2023;Programmatic;Smartphone;36553;185;0,00506;39;347
Cliente 1;14/07/2023;Other;Smartphone;25303;453;0,01790;322;160
Cliente 1;14/07/2023;Image;Tablet;520;370;0,71154;195;437
Cliente 1;14/07/2023;Third-party;Desktop;16487;427;0,02590;345;458
Cliente 1;14/07/2023;Other;SmartTV;46686;455;0,00975;97;26
Cliente 1;14/07/2023;DoubleClick Rich Media;Tablet;29525;475;0,01609;254;183
Cliente 1;14/07/2023;Video creative sets;SmartTV;48204;42;0,00087;15;330
Cliente 1;14/07/2023;DoubleClick Rich Media;Desktop;24117;91;0,00377;54;164
Cliente 1;14/07/2023;Video creative sets;Smartphone;230;167;0,72609;124;482
Cliente 1;14/07/2023;Custom;Smartphone;22218;350;0,01575;99;290
Cliente 1;14/07/2023;Programmatic;Desktop;47905;64;0,00134;20;159
Cliente 1;14/07/2023;Programmatic;Tablet;8885;294;0,03309;13;320
Cliente 1;14/07/2023;Custom;SmartTV;31276;231;0,00739;195;155
Cliente 1;14/07/2023;Custom;Desktop;48586;36;0,00074;16;295
Cliente 1;14/07/2023;DoubleClick Rich Media;Smartphone;5873;244;0,04155;20;285
Cliente 1;14/07/2023;DoubleClick Rich Media;SmartTV;40232;273;0,00679;164;146
Cliente 1;14/07/2023;Other;Smartphone;40321;149;0,00370;121;5
Cliente 1;14/07/2023;Third-party;Desktop;14676;284;0,01935;152;84
Cliente 1;14/07/2023;Third-party;SmartTV;45254;241;0,00533;203;8
Cliente 1;14/07/2023;Other;Tablet;42051;137;0,00326;85;400
Cliente 1;14/07/2023;Programmatic;Tablet;23553;401;0,01703;95;257
Cliente 1;14/07/2023;Third-party;Tablet;24209;153;0,00632;112;408
Cliente 1;14/07/2023;Custom;Tablet;31829;74;0,00232;55;405
Cliente 1;14/07/2023;HTML5;SmartTV;43625;301;0,00690;256;479
Cliente 1;14/07/2023;Programmatic;Tablet;14562;276;0,01895;161;500
Cliente 1;14/07/2023;HTML5;SmartTV;45089;495;0,01098;239;257
Cliente 1;14/07/2023;Image;Smartphone;47472;415;0,00874;295;29
Cliente 1;14/07/2023;Other;Smartphone;13585;458;0,03371;382;115
Cliente 1;14/07/2023;Other;SmartTV;42747;428;0,01001;51;422
Cliente 1;14/07/2023;Custom;Tablet;28361;28;0,00099;9;383
Cliente 1;14/07/2023;Custom;Tablet;9209;61;0,00662;32;16
Cliente 1;14/07/2023;Custom template;Smartphone;2631;236;0,08970;219;270
Cliente 1;14/07/2023;Custom;Desktop;37695;407;0,01080;289;276
Cliente 1;14/07/2023;Other;Desktop;12879;38;0,00295;22;150
Cliente 1;14/07/2023;Video creative sets;Desktop;26084;205;0,00786;134;466
Cliente 1;14/07/2023;Video creative sets;Tablet;31228;229;0,00733;26;33
Cliente 1;14/07/2023;Video creative sets;Desktop;18275;117;0,00640;19;416
Cliente 1;14/07/2023;DoubleClick Rich Media;Tablet;20182;55;0,00273;23;63
Cliente 1;14/07/2023;Other;Tablet;24412;492;0,02015;143;22
Cliente 1;14/07/2023;DoubleClick Rich Media;Desktop;48387;316;0,00653;60;300
Cliente 1;14/07/2023;DoubleClick Rich Media;Tablet;18043;267;0,01480;62;62
Cliente 1;14/07/2023;Video creative sets;Desktop;22903;437;0,01908;251;136
Cliente 1;14/07/2023;Image;Smartphone;9776;355;0,03631;349;282
Cliente 1;14/07/2023;Programmatic;SmartTV;1171;67;0,05722;31;212
Cliente 1;14/07/2023;Video creative sets;Smartphone;14220;25;0,00176;3;166
Cliente 1;14/07/2023;Custom template;Desktop;20329;343;0,01687;219;275
Cliente 1;14/07/2023;Custom template;Smartphone;18996;182;0,00958;78;489
Cliente 1;14/07/2023;HTML5;Smartphone;6491;432;0,06655;187;449
Cliente 1;14/07/2023;Other;Smartphone;19164;1;0,00005;1;227
Cliente 1;14/07/2023;HTML5;Tablet;23069;180;0,00780;97;117
Cliente 1;14/07/2023;Other;Desktop;31927;134;0,00420;100;465
Cliente 1;14/07/2023;HTML5;Desktop;38394;165;0,00430;74;77
Cliente 1;14/07/2023;Other;Smartphone;42698;322;0,00754;308;394
Cliente 1;14/07/2023;Third-party;Desktop;48328;334;0,00691;266;204
Cliente 1;14/07/2023;HTML5;SmartTV;31139;392;0,01259;239;475
Cliente 1;14/07/2023;Programmatic;Smartphone;22196;286;0,01289;141;37
Cliente 1;14/07/2023;Custom;SmartTV;36364;117;0,00322;50;274
Cliente 1;14/07/2023;Other;Smartphone;27187;76;0,00280;22;148
Cliente 1;14/07/2023;Image;Desktop;47293;319;0,00675;145;7
Cliente 1;14/07/2023;Image;SmartTV;32535;122;0,00375;85;270
Cliente 1;14/07/2023;Custom;Desktop;29419;392;0,01332;90;430
Cliente 1;14/07/2023;Other;Smartphone;17291;291;0,01683;245;386
Cliente 1;14/07/2023;Video creative sets;Tablet;28180;411;0,01458;183;328
Cliente 1;14/07/2023;Other;Desktop;8958;200;0,02233;191;291
Cliente 1;14/07/2023;Third-party;SmartTV;1304;429;0,32899;208;475
Cliente 1;14/07/2023;Third-party;Desktop;6610;150;0,02269;129;206
Cliente 1;14/07/2023;DoubleClick Rich Media;SmartTV;28769;389;0,01352;119;478
Cliente 1;14/07/2023;Other;SmartTV;5238;226;0,04315;63;206
Cliente 1;14/07/2023;Image;Tablet;12359;32;0,00259;11;60
Cliente 1;14/07/2023;Custom template;Tablet;49369;392;0,00794;316;478
Cliente 1;14/07/2023;HTML5;SmartTV;4081;384;0,09409;360;326
Cliente 1;14/07/2023;Other;Tablet;10237;46;0,00449;16;46
Cliente 1;14/07/2023;Image;Tablet;19053;131;0,00688;20;267
Cliente 1;14/07/2023;HTML5;Tablet;41941;169;0,00403;105;95
Cliente 1;14/07/2023;Video creative sets;SmartTV;10525;101;0,00960;75;132
Cliente 1;14/07/2023;Custom template;Tablet;20720;365;0,01762;337;2
Cliente 1;14/07/2023;Third-party;Desktop;16801;136;0,00809;103;231
Cliente 1;14/07/2023;Image;Smartphone;5725;474;0,08279;217;239
Cliente 1;14/07/2023;Custom;Smartphone;19893;18;0,00090;15;192
Cliente 1;14/07/2023;Video creative sets;Desktop;5601;225;0,04017;80;120
Cliente 1;14/07/2023;Image;Desktop;36377;67;0,00184;6;452
Cliente 1;14/07/2023;Other;SmartTV;35375;358;0,01012;347;286
Cliente 1;15/07/2023;Programmatic;Smartphone;41704;337;0,00808;330;98
Cliente 1;15/07/2023;Image;Tablet;16727;191;0,01142;15;44
Cliente 1;15/07/2023;Third-party;Smartphone;38873;141;0,00363;40;348
Cliente 1;15/07/2023;Third-party;Smartphone;621;357;0,57488;236;169
Cliente 1;15/07/2023;Video creative sets;Tablet;33403;251;0,00751;246;319
Cliente 1;15/07/2023;Custom template;Smartphone;43084;2;0,00005;1;226
Cliente 1;15/07/2023;Custom template;SmartTV;27887;207;0,00742;92;88
Cliente 1;15/07/2023;Third-party;SmartTV;10348;274;0,02648;137;163
Cliente 1;15/07/2023;Third-party;Smartphone;23043;124;0,00538;122;402
Cliente 1;15/07/2023;Custom;Desktop;14944;230;0,01539;156;174
Cliente 1;15/07/2023;Video creative sets;SmartTV;11752;475;0,04042;122;164
Cliente 1;15/07/2023;Custom;Desktop;5706;442;0,07746;398;256
Cliente 1;15/07/2023;Video creative sets;SmartTV;34392;259;0,00753;150;497
Cliente 1;15/07/2023;Image;SmartTV;32292;215;0,00666;185;14
Cliente 1;15/07/2023;HTML5;Smartphone;36224;154;0,00425;64;80
Cliente 1;15/07/2023;Custom template;Desktop;5482;192;0,03502;46;366
Cliente 1;15/07/2023;Other;Desktop;18189;284;0,01561;106;192
Cliente 1;15/07/2023;Image;Tablet;41650;451;0,01083;349;212
Cliente 1;15/07/2023;DoubleClick Rich Media;Desktop;32071;351;0,01094;191;402
Cliente 1;15/07/2023;Programmatic;SmartTV;20303;57;0,00281;37;241
Cliente 1;15/07/2023;Programmatic;SmartTV;29750;85;0,00286;2;84
Cliente 1;15/07/2023;Third-party;Smartphone;38074;320;0,00840;80;216
Cliente 1;15/07/2023;Custom template;Desktop;16982;180;0,01060;6;175
Cliente 1;15/07/2023;Custom template;Desktop;42180;326;0,00773;261;13
Cliente 1;15/07/2023;Other;Desktop;46935;9;0,00019;8;361
Cliente 1;15/07/2023;HTML5;Tablet;21278;204;0,00959;114;103
Cliente 1;15/07/2023;Custom template;SmartTV;31063;113;0,00364;66;280
Cliente 1;15/07/2023;DoubleClick Rich Media;Desktop;46721;344;0,00736;131;424
Cliente 1;15/07/2023;Other;Desktop;36795;448;0,01218;349;430
Cliente 1;15/07/2023;Video creative sets;SmartTV;45258;124;0,00274;90;415
Cliente 1;15/07/2023;Programmatic;Desktop;22127;172;0,00777;128;363
Cliente 1;15/07/2023;Custom template;Tablet;24295;124;0,00510;121;379
Cliente 1;15/07/2023;Custom;Desktop;21497;389;0,01810;184;29
Cliente 1;15/07/2023;Programmatic;Tablet;8781;33;0,00376;11;220
Cliente 1;15/07/2023;Third-party;Desktop;22409;419;0,01870;126;229
Cliente 1;15/07/2023;Third-party;Smartphone;31785;67;0,00211;29;11
Cliente 1;15/07/2023;Video creative sets;Tablet;46534;157;0,00337;25;276
Cliente 1;15/07/2023;Image;SmartTV;28898;6;0,00021;4;500
Cliente 1;15/07/2023;Image;Desktop;34714;40;0,00115;40;324
Cliente 1;15/07/2023;Other;SmartTV;28895;317;0,01097;169;170
Cliente 1;15/07/2023;Other;Smartphone;28040;468;0,01669;190;236
Cliente 1;15/07/2023;Programmatic;SmartTV;16017;65;0,00406;47;298
Cliente 1;15/07/2023;Custom;SmartTV;22490;446;0,01983;114;113
Cliente 1;15/07/2023;Third-party;Smartphone;23144;463;0,02001;307;265
Cliente 1;15/07/2023;Custom template;SmartTV;22;170;7,72727;65;491
Cliente 1;15/07/2023;Programmatic;Smartphone;8450;237;0,02805;57;496
Cliente 1;15/07/2023;Image;Smartphone;34212;305;0,00892;34;353
Cliente 1;15/07/2023;Custom;Desktop;36100;266;0,00737;68;8
Cliente 1;15/07/2023;Custom;SmartTV;19189;84;0,00438;24;112
Cliente 1;15/07/2023;HTML5;Tablet;28324;26;0,00092;8;123
Cliente 1;15/07/2023;Custom template;Desktop;25384;168;0,00662;60;197
Cliente 1;15/07/2023;Custom template;Desktop;33408;185;0,00554;56;13
Cliente 1;15/07/2023;Custom template;SmartTV;21961;403;0,01835;296;252
Cliente 1;15/07/2023;Video creative sets;SmartTV;30942;233;0,00753;210;120
Cliente 1;15/07/2023;Custom;Tablet;15977;255;0,01596;155;270
Cliente 1;15/07/2023;Custom template;Desktop;2835;133;0,04691;23;3
Cliente 1;15/07/2023;Other;Smartphone;10011;319;0,03186;223;114
Cliente 1;15/07/2023;Custom template;SmartTV;2363;3;0,00127;2;218
Cliente 1;15/07/2023;Programmatic;SmartTV;14353;465;0,03240;167;168
Cliente 1;15/07/2023;Custom;SmartTV;4971;309;0,06216;96;225
Cliente 1;15/07/2023;Video creative sets;Tablet;48473;191;0,00394;3;349
Cliente 1;15/07/2023;Custom template;SmartTV;39333;147;0,00374;6;279
Cliente 1;15/07/2023;DoubleClick Rich Media;Smartphone;16939;463;0,02733;49;189
Cliente 1;15/07/2023;Image;SmartTV;18174;159;0,00875;140;417
Cliente 1;15/07/2023;HTML5;Smartphone;24953;169;0,00677;47;146
Cliente 1;15/07/2023;Custom template;Smartphone;32596;99;0,00304;73;390
Cliente 1;15/07/2023;Programmatic;Tablet;2409;118;0,04898;2;371
Cliente 1;15/07/2023;Custom;SmartTV;19181;204;0,01064;198;151
Cliente 1;15/07/2023;Third-party;Tablet;33572;5;0,00015;1;394
Cliente 1;15/07/2023;Image;Tablet;38547;480;0,01245;302;312
Cliente 1;15/07/2023;Custom template;SmartTV;1605;98;0,06106;62;8
Cliente 1;15/07/2023;DoubleClick Rich Media;Desktop;10730;481;0,04483;341;323
Cliente 1;15/07/2023;Image;Desktop;4072;450;0,11051;324;184
Cliente 1;15/07/2023;HTML5;Desktop;33725;28;0,00083;8;255
Cliente 1;15/07/2023;HTML5;Smartphone;17262;189;0,01095;167;315
Cliente 1;15/07/2023;Programmatic;SmartTV;4133;182;0,04404;70;160
Cliente 1;15/07/2023;Third-party;Smartphone;25685;9;0,00035;1;144
Cliente 1;15/07/2023;Other;SmartTV;13757;51;0,00371;30;102
Cliente 1;15/07/2023;Other;Tablet;48666;128;0,00263;50;278
Cliente 1;15/07/2023;Third-party;SmartTV;21765;305;0,01401;127;417
Cliente 1;15/07/2023;Custom template;Desktop;26743;35;0,00131;35;321
Cliente 1;15/07/2023;DoubleClick Rich Media;Desktop;46439;70;0,00151;68;404
Cliente 1;16/07/2023;Custom template;SmartTV;43037;138;0,00321;111;163
Cliente 1;16/07/2023;Video creative sets;Smartphone;32606;380;0,01165;95;55
Cliente 1;16/07/2023;DoubleClick Rich Media;SmartTV;19323;116;0,00600;55;148
Cliente 1;16/07/2023;Video creative sets;Smartphone;25581;337;0,01317;232;380
Cliente 1;16/07/2023;Programmatic;Desktop;33937;454;0,01338;291;229
Cliente 1;16/07/2023;Third-party;Smartphone;5875;49;0,00834;46;218
Cliente 1;16/07/2023;Custom;SmartTV;24168;494;0,02044;189;326
Cliente 1;16/07/2023;Video creative sets;Tablet;4794;456;0,09512;229;461
Cliente 1;16/07/2023;Custom template;Desktop;24821;104;0,00419;5;362
Cliente 1;16/07/2023;Custom;SmartTV;8170;400;0,04896;106;284
Cliente 1;16/07/2023;Custom template;Tablet;23544;8;0,00034;2;119
Cliente 1;16/07/2023;HTML5;Desktop;2330;215;0,09227;67;122
Cliente 1;16/07/2023;Video creative sets;Tablet;12738;185;0,01452;11;86
Cliente 1;16/07/2023;HTML5;Tablet;44545;416;0,00934;121;15
Cliente 1;16/07/2023;Custom;SmartTV;42802;483;0,01128;337;399
Cliente 1;16/07/2023;Custom template;Desktop;40202;317;0,00789;270;449
Cliente 1;16/07/2023;DoubleClick Rich Media;SmartTV;1380;39;0,02826;31;423
Cliente 1;16/07/2023;Other;Desktop;45112;56;0,00124;42;36
Cliente 1;16/07/2023;Image;SmartTV;40576;484;0,01193;353;412
Cliente 1;16/07/2023;Third-party;Desktop;27391;485;0,01771;367;176
Cliente 1;16/07/2023;DoubleClick Rich Media;SmartTV;36398;438;0,01203;14;345
Cliente 1;16/07/2023;Custom;Smartphone;21079;204;0,00968;65;91
Cliente 1;16/07/2023;Custom;Desktop;19315;288;0,01491;93;187
Cliente 1;16/07/2023;Custom template;Tablet;15199;362;0,02382;115;170
Cliente 1;16/07/2023;Video creative sets;Smartphone;16607;97;0,00584;6;281
Cliente 1;16/07/2023;Custom template;SmartTV;25130;171;0,00680;109;459
Cliente 1;16/07/2023;Image;Desktop;35753;386;0,01080;262;201
Cliente 1;16/07/2023;Programmatic;Desktop;25415;434;0,01708;93;496
Cliente 1;16/07/2023;Programmatic;Desktop;9884;296;0,02995;290;57
Cliente 1;16/07/2023;Third-party;Tablet;31054;375;0,01208;119;235
Cliente 1;16/07/2023;Custom;Smartphone;17196;159;0,00925;50;282
Cliente 1;16/07/2023;Third-party;Smartphone;24822;316;0,01273;158;379
Cliente 1;16/07/2023;HTML5;Desktop;46303;210;0,00454;165;375
Cliente 1;16/07/2023;Third-party;Desktop;43384;397;0,00915;212;223
Cliente 1;16/07/2023;DoubleClick Rich Media;SmartTV;29922;37;0,00124;12;476
Cliente 1;16/07/2023;HTML5;Tablet;6827;227;0,03325;197;324
Cliente 1;16/07/2023;Other;Desktop;35045;58;0,00166;29;500
Cliente 1;16/07/2023;Other;Desktop;30914;216;0,00699;192;395
Cliente 1;16/07/2023;Custom;Tablet;37440;115;0,00307;107;345
Cliente 1;16/07/2023;Image;SmartTV;1227;291;0,23716;173;228
Cliente 1;16/07/2023;Third-party;Tablet;20699;299;0,01445;27;433
Cliente 1;16/07/2023;Other;Desktop;3559;121;0,03400;40;121
Cliente 1;16/07/2023;Third-party;SmartTV;19827;348;0,01755;152;440
Cliente 1;16/07/2023;Custom template;Smartphone;20305;436;0,02147;307;272
Cliente 1;16/07/2023;DoubleClick Rich Media;Smartphone;25912;45;0,00174;37;309
Cliente 1;16/07/2023;Other;Smartphone;32624;432;0,01324;223;34
Cliente 1;16/07/2023;Custom template;Desktop;24875;190;0,00764;26;46
Cliente 1;16/07/2023;HTML5;Desktop;31567;155;0,00491;22;356
Cliente 1;16/07/2023;Other;Desktop;35292;106;0,00300;94;87
Cliente 1;16/07/2023;Custom template;SmartTV;49350;13;0,00026;13;355
Cliente 1;16/07/2023;HTML5;Smartphone;4192;436;0,10401;391;266
Cliente 1;16/07/2023;Custom template;Smartphone;24325;144;0,00592;130;240
Cliente 1;16/07/2023;Custom template;Desktop;20196;331;0,01639;249;125
Cliente 1;16/07/2023;Other;Tablet;34142;422;0,01236;300;84
Cliente 1;16/07/2023;Custom template;Desktop;25375;386;0,01521;74;353
Cliente 1;16/07/2023;DoubleClick Rich Media;SmartTV;38830;215;0,00554;90;410
Cliente 1;16/07/2023;Image;SmartTV;46468;218;0,00469;188;378
Cliente 1;16/07/2023;Custom;Tablet;22067;428;0,01940;115;205
Cliente 1;16/07/2023;Third-party;Smartphone;31330;291;0,00929;278;205
Cliente 1;16/07/2023;Custom;Desktop;3962;136;0,03433;61;169
Cliente 1;16/07/2023;Custom;Tablet;23940;354;0,01479;201;32
Cliente 1;16/07/2023;Custom;Tablet;15072;226;0,01499;153;394
Cliente 1;16/07/2023;Programmatic;Smartphone;31039;226;0,00728;126;280
Cliente 1;16/07/2023;Image;Smartphone;8387;259;0,03088;66;490
Cliente 1;16/07/2023;Video creative sets;Desktop;36733;271;0,00738;103;355
Cliente 1;16/07/2023;Third-party;Smartphone;25195;69;0,00274;34;392
Cliente 1;16/07/2023;Programmatic;Tablet;23094;321;0,01390;219;204
Cliente 1;16/07/2023;Programmatic;Tablet;7273;308;0,04235;36;80
Cliente 1;16/07/2023;Other;Desktop;12565;472;0,03756;360;169
Cliente 1;16/07/2023;DoubleClick Rich Media;Tablet;23229;499;0,02148;363;420
Cliente 1;16/07/2023;Programmatic;SmartTV;24275;216;0,00890;52;443
Cliente 1;16/07/2023;HTML5;Smartphone;45207;256;0,00566;247;449
Cliente 1;16/07/2023;Other;Desktop;32713;437;0,01336;262;491
Cliente 1;16/07/2023;Custom;SmartTV;30123;343;0,01139;337;234
